restaurant_link,restaurant_name,original_location,country,region,province,city,address,latitude,longitude,claimed,awards,popularity_detailed,popularity_generic,top_tags,price_level,price_range,meals,cuisines,special_diets,features,vegetarian_friendly,vegan_options,gluten_free,original_open_hours,open_days_per_week,open_hours_per_week,working_shifts_per_week,avg_rating,total_reviews_count,default_language,reviews_count_in_default_language,excellent,very_good,average,poor,terrible,food,service,value,atmosphere,keywords,first_review_date,last_review_date
g1024190-d7059392,L'Angelot,"[""Europe"", ""France"", ""Normandy"", ""Basse-Normandie"", ""Calvados"", ""Pont-L'Eveque""]",France,Normandy,Basse-Normandie,Pont-L'Eveque,"4 Place Saint Melaine, 14130, Pont-L'Eveque France",49.290108,0.191186,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2016",#2 of 26 Restaurants in Pont-L'Eveque,#2 of 34 places to eat in Pont-L'Eveque,"Mid-range, French, European",€€-€€€,,"Lunch, Dinner","French, European",,"Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Accepts Credit Cards, Table Service",N,N,N,"{""Mon"": [], ""Tue"": [""12:00-14:00"", ""19:00-21:00""], ""Wed"": [""12:00-14:00"", ""19:00-21:00""], ""Thu"": [""12:00-14:00"", ""19:00-21:00""], ""Fri"": [""12:00-14:00"", ""19:00-21:30""], ""Sat"": [""12:00-14:00"", ""19:00-21:00""], ""Sun"": []}",5.0,20.5,10.0,4.5,661.0,English,23.0,18.0,5.0,0.0,0.0,0.0,4.5,4.5,4.5,4.5,,2010-10-12,2015-05-14
g1024190-d7233826,Brasserie le Theatre,"[""Europe"", ""France"", ""Normandy"", ""Basse-Normandie"", ""Calvados"", ""Pont-L'Eveque""]",France,Normandy,Basse-Normandie,Pont-L'Eveque,"33 rue Saint Michel, 14130, Pont-L'Eveque France",49.28583,0.18454,Unclaimed,,#22 of 26 Restaurants in Pont-L'Eveque,#24 of 34 places to eat in Pont-L'Eveque,"Cheap Eats, French, Bar, Pub",€,,Lunch,"French, Bar, Pub",,"Seating, Table Service, Wheelchair Accessible",N,N,N,,,,,4.0,19.0,English,3.0,2.0,1.0,0.0,0.0,0.0,4.0,4.0,4.5,,,2011-02-01,2013-09-22
g1024190-d7929013,Le Bouchon Normand,"[""Europe"", ""France"", ""Normandy"", ""Basse-Normandie"", ""Calvados"", ""Pont-L'Eveque""]",France,Normandy,Basse-Normandie,Pont-L'Eveque,"7 rue Saint Melaine Bouchon Normand, 14130, Pont-L'Eveque France",49.29065,0.190658,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2015, Certificate of Excellence 2014",#5 of 26 Restaurants in Pont-L'Eveque,#5 of 34 places to eat in Pont-L'Eveque,"Mid-range, French, European, Healthy",€€-€€€,,"Lunch, Dinner","French, European, Healthy",,"Reservations, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Accepts Credit Cards, Table Service",N,N,N,"{""Mon"": [], ""Tue"": [""12:00-14:00"", ""19:00-21:00""], ""Wed"": [""12:00-14:00"", ""19:00-21:00""], ""Thu"": [""12:00-14:00""], ""Fri"": [""12:00-14:00"", ""19:00-21:00""], ""Sat"": [""12:00-14:00"", ""19:00-21:00""], ""Sun"": [""12:00-14:00""]}",6.0,20.0,10.0,4.5,450.0,English,13.0,4.0,8.0,1.0,0.0,0.0,4.5,4.5,4.0,4.0,,2013-12-05,2017-07-21
g1024190-d8021239,La Gondole,"[""Europe"", ""France"", ""Normandy"", ""Basse-Normandie"", ""Calvados"", ""Pont-L'Eveque""]",France,Normandy,Basse-Normandie,Pont-L'Eveque,"38 rue Saint Melaine, 14130, Pont-L'Eveque France",49.29212,0.189681,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017",#3 of 26 Restaurants in Pont-L'Eveque,#3 of 34 places to eat in Pont-L'Eveque,"Cheap Eats, Italian, French, Pizza",€,,"Lunch, Dinner","Pizza, Italian, French, European",Vegetarian Friendly,,Y,N,N,"{""Mon"": [], ""Tue"": [""12:00-14:30"", ""19:00-22:00""], ""Wed"": [""12:00-14:30"", ""19:00-22:00""], ""Thu"": [""12:00-14:30"", ""19:00-22:00""], ""Fri"": [""12:00-14:30"", ""19:00-22:00""], ""Sat"": [""12:00-14:30"", ""19:00-22:00""], ""Sun"": [""12:00-14:30"", ""19:00-22:00""]}",6.0,33.0,12.0,4.5,300.0,English,10.0,7.0,3.0,0.0,0.0,0.0,4.5,4.5,4.5,,,,2019-11-15
g1024190-d8135422,The Au Manoir,"[""Europe"", ""France"", ""Normandy"", ""Basse-Normandie"", ""Calvados"", ""Pont-L'Eveque""]",France,Normandy,Basse-Normandie,Pont-L'Eveque,"67 rue Saint Michel, 14130, Pont-L'Eveque France",49.284843,0.182532,Claimed,,#2 of 2 Coffee & Tea in Pont-L'Eveque,#17 of 34 places to eat in Pont-L'Eveque,Mid-range,€€-€€€,€1-€2,Drinks,,,"Reservations, Seating, Wheelchair Accessible, Accepts Mastercard, Accepts Visa, Accepts American Express, Outdoor Seating, Accepts Credit Cards",N,N,N,"{""Mon"": [], ""Tue"": [], ""Wed"": [""14:30-18:00""], ""Thu"": [""14:30-18:00""], ""Fri"": [""14:30-18:00""], ""Sat"": [""14:30-18:00""], ""Sun"": [""14:30-18:00""]}",5.0,17.5,5.0,4.5,32.0,English,2.0,2.0,0.0,0.0,0.0,0.0,5.0,5.0,4.5,,,2016-10-28,2019-02-26
g1024190-d8800804,Pizzeria Milano,"[""Europe"", ""France"", ""Normandy"", ""Basse-Normandie"", ""Calvados"", ""Pont-L'Eveque""]",France,Normandy,Basse-Normandie,Pont-L'Eveque,"42 rue Saint Michel, 14130, Pont-L'Eveque France",49.28553,0.184311,Claimed,Certificate of Excellence 2018,#15 of 26 Restaurants in Pont-L'Eveque,#15 of 34 places to eat in Pont-L'Eveque,"Cheap Eats, Italian, Pizza, Vegetarian Friendly",€,,"Lunch, Dinner","Italian, Pizza",Vegetarian Friendly,,Y,N,N,"{""Mon"": [""12:00-22:30""], ""Tue"": [""12:00-22:30""], ""Wed"": [], ""Thu"": [""16:45-22:30""], ""Fri"": [""12:00-22:30""], ""Sat"": [""12:00-22:30""], ""Sun"": [""12:00-22:30""]}",6.0,58.25,6.0,4.5,62.0,English,7.0,4.0,2.0,1.0,0.0,0.0,4.5,4.5,4.5,,,2012-06-03,2017-02-11
g1024708-d4587081,La Petite Auberge de Niaux,"[""Europe"", ""France"", ""Occitanie"", ""Ariege"", ""Niaux""]",France,Occitanie,Ariege,Niaux,"41 route du Montcalm, 09400 Niaux France",42.81348,1.591371,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016",#1 of 1 Restaurant in Niaux,#1 of 1 places to eat in Niaux,"Mid-range, French, European, Vegetarian Friendly",€€-€€€,€12-€41,,"French, European",Vegetarian Friendly,,Y,N,N,"{""Mon"": [], ""Tue"": [""12:00-21:00""], ""Wed"": [""12:00-21:00""], ""Thu"": [""12:00-21:00""], ""Fri"": [""12:00-21:00""], ""Sat"": [""12:00-21:00""], ""Sun"": [""12:00-14:00""]}",6.0,47.0,6.0,4.0,202.0,English,22.0,16.0,5.0,0.0,1.0,0.0,4.0,4.5,4.0,4.5,,2020-03-24,2021-08-22
g1024710-d17805040,La goulue,"[""Europe"", ""France"", ""Occitanie"", ""Ariege"", ""Aulus-les-Bains""]",France,Occitanie,Ariege,Aulus-les-Bains,"Centre village, 09140 Aulus-les-Bains France",42.79012,1.33657,Unclaimed,,#2 of 5 Restaurants in Aulus-les-Bains,#2 of 5 places to eat in Aulus-les-Bains,"Cheap Eats, French, Gastropub",€,,"Lunch, Dinner","French, Gastropub",,"Reservations, Seating, Accepts Credit Cards, Table Service",N,N,N,,,,,4.5,15.0,English,1.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,,,2010-12-07,2012-04-06
g1024710-d17806119,Aulus Cuisine,"[""Europe"", ""France"", ""Occitanie"", ""Ariege"", ""Aulus-les-Bains""]",France,Occitanie,Ariege,Aulus-les-Bains,"rue Principale, 09140 Aulus-les-Bains France",42.789894,1.336376,Claimed,,#1 of 5 Restaurants in Aulus-les-Bains,#1 of 5 places to eat in Aulus-les-Bains,"Mid-range, Italian, French, European",€€-€€€,€6-€17,"Lunch, Dinner, Drinks","Italian, French, European, Grill",,,N,N,N,"{""Mon"": [], ""Tue"": [], ""Wed"": [], ""Thu"": [], ""Fri"": [], ""Sat"": [], ""Sun"": [""11:30-14:00""]}",1.0,2.5,1.0,5.0,23.0,All languages,23.0,21.0,2.0,0.0,0.0,0.0,5.0,4.5,5.0,,,2020-05-24,
g1024710-d2053273,Bar Restaurant L'Etape,"[""Europe"", ""France"", ""Occitanie"", ""Ariege"", ""Aulus-les-Bains""]",France,Occitanie,Ariege,Aulus-les-Bains,"rue Principale, 09140 Aulus-les-Bains France",42.79102,1.3401,Unclaimed,,#5 of 5 Restaurants in Aulus-les-Bains,#5 of 5 places to eat in Aulus-les-Bains,"Mid-range, French, Deli",€€-€€€,€12-€16,Lunch,"French, Deli",,,N,N,N,,,,,4.0,35.0,English,3.0,0.0,1.0,1.0,0.0,1.0,3.5,4.0,4.0,,,2022-08-21,2022-09-14
g1024710-d4565590,Les Souleillous,"[""Europe"", ""France"", ""Occitanie"", ""Ariege"", ""Aulus-les-Bains""]",France,Occitanie,Ariege,Aulus-les-Bains,"Col de la Trappe, 09140 Aulus-les-Bains France",42.79582,1.31446,Claimed,,#3 of 5 Restaurants in Aulus-les-Bains,#3 of 5 places to eat in Aulus-les-Bains,"Mid-range, French",€€-€€€,,"Lunch, Dinner",French,,"Reservations, Seating, Serves Alcohol, Accepts Credit Cards, Table Service",N,N,N,,,,,4.0,41.0,English,1.0,0.0,1.0,0.0,0.0,0.0,4.5,4.5,4.0,,,2010-03-17,2012-03-25
g1024710-d4794913,Agouadis,"[""Europe"", ""France"", ""Occitanie"", ""Ariege"", ""Aulus-les-Bains""]",France,Occitanie,Ariege,Aulus-les-Bains,"Grange de l Agouadis, 09140 Aulus-les-Bains France",42.790783,1.333565,Claimed,"Certificate of Excellence 2019, Certificate of Excellence 2018",#4 of 5 Restaurants in Aulus-les-Bains,#4 of 5 places to eat in Aulus-les-Bains,"Mid-range, French, Vegetarian Friendly",€€-€€€,€10-€30,,French,Vegetarian Friendly,,Y,N,N,"{""Mon"": [], ""Tue"": [""12:00-14:00"", ""19:00-21:00""], ""Wed"": [""09:00-14:00"", ""19:00-21:00""], ""Thu"": [""12:00-14:00"", ""19:00-21:00""], ""Fri"": [""12:00-14:00"", ""19:00-21:00""], ""Sat"": [""12:00-14:00"", ""19:00-21:00""], ""Sun"": [""12:00-14:00"", ""19:00-21:00""]}",6.0,27.0,12.0,4.0,78.0,English,1.0,0.0,0.0,1.0,0.0,0.0,3.5,3.5,3.5,3.5,,,2020-06-28
g1024734-d10477289,Le Jas du Mas,"[""Europe"", ""France"", ""Auvergne-Rhone-Alpes"", ""Puy-de-Dome"", ""Saint-Antheme""]",France,Auvergne-Rhone-Alpes,Puy-de-Dome,Saint-Antheme,63660 Saint-Antheme France,45.576767,3.882787,Claimed,,#2 of 5 Restaurants in Saint-Antheme,#2 of 5 places to eat in Saint-Antheme,"Mid-range, French",€€-€€€,€11-€29,"Lunch, Dinner",French,,,N,N,N,,,,,4.5,40.0,All languages,40.0,26.0,10.0,0.0,2.0,2.0,4.5,4.0,4.0,,,2021-07-30,2022-09-18
g1024734-d12187734,L'An Coch',"[""Europe"", ""France"", ""Auvergne-Rhone-Alpes"", ""Puy-de-Dome"", ""Saint-Antheme""]",France,Auvergne-Rhone-Alpes,Puy-de-Dome,Saint-Antheme,"Prabouré, 63660 Saint-Antheme France",45.56218,3.8699,Claimed,,#5 of 5 Restaurants in Saint-Antheme,#5 of 5 places to eat in Saint-Antheme,"Mid-range, French, Cafe",€€-€€€,€8-€26,"Drinks, Breakfast, Lunch, Dinner","French, Cafe",,,N,N,N,"{""Mon"": [""08:00-22:00""], ""Tue"": [""08:00-22:00""], ""Wed"": [""08:00-22:00""], ""Thu"": [""08:00-22:00""], ""Fri"": [""08:00-22:00""], ""Sat"": [""08:00-22:00""], ""Sun"": [""08:00-22:00""]}",7.0,98.0,7.0,2.5,7.0,All languages,7.0,1.0,2.0,0.0,1.0,3.0,3.0,4.0,,,,2019-11-19,2020-05-20
g1024734-d2692623,Jasserie du Coq Noir,"[""Europe"", ""France"", ""Auvergne-Rhone-Alpes"", ""Puy-de-Dome"", ""Saint-Antheme""]",France,Auvergne-Rhone-Alpes,Puy-de-Dome,Saint-Antheme,"Le Grand Genévrier, 63660 Saint-Antheme France",45.58872,3.86557,Claimed,,#1 of 5 Restaurants in Saint-Antheme,#1 of 5 places to eat in Saint-Antheme,"Mid-range, French",€€-€€€,€8-€28,"Lunch, Dinner, Drinks",French,,,N,N,N,,,,,4.5,64.0,All languages,64.0,27.0,29.0,6.0,1.0,1.0,4.0,4.0,4.5,,,2015-10-24,2018-06-24
g1024734-d4740238,Le Continental,"[""Europe"", ""France"", ""Auvergne-Rhone-Alpes"", ""Puy-de-Dome"", ""Saint-Antheme""]",France,Auvergne-Rhone-Alpes,Puy-de-Dome,Saint-Antheme,"Lieu Dit Magoutoux, 63660 Saint-Antheme France",45.52996,3.91453,Unclaimed,,#4 of 5 Restaurants in Saint-Antheme,#4 of 5 places to eat in Saint-Antheme,French,,,Lunch,French,,,N,N,N,,,,,5.0,4.0,All languages,4.0,3.0,1.0,0.0,0.0,0.0,,,,,,2015-03-19,2016-06-20
g1024734-d7852050,Les Sabots,"[""Europe"", ""France"", ""Auvergne-Rhone-Alpes"", ""Puy-de-Dome"", ""Saint-Antheme""]",France,Auvergne-Rhone-Alpes,Puy-de-Dome,Saint-Antheme,"route de Montbrison, 63660 Saint-Antheme France",45.52847,3.91602,Claimed,,#3 of 5 Restaurants in Saint-Antheme,#3 of 5 places to eat in Saint-Antheme,"Mid-range, French",€€-€€€,,"Lunch, Dinner",French,,"Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Table Service",N,N,N,,,,,4.0,31.0,English,1.0,1.0,0.0,0.0,0.0,0.0,4.0,4.5,4.5,,,2019-12-05,2021-10-13
g1024735-d15065670,Le Serlio,"[""Europe"", ""France"", ""Bourgogne-Franche-Comte"", ""Yonne"", ""Ancy-le-Franc""]",France,Bourgogne-Franche-Comte,Yonne,Ancy-le-Franc,"4 Place de Clermont Tonnerre, 89160 Ancy-le-Franc France",47.775364,4.163597,Unclaimed,,#1 of 1 Restaurant in Ancy-le-Franc,#1 of 2 places to eat in Ancy-le-Franc,"Mid-range, Italian, French, Pizza",€€-€€€,,"Lunch, Dinner","French, Pizza, International, Mediterranean, European, Italian",,"Reservations, Seating, Accepts Credit Cards, Table Service, Takeout",N,N,N,,,,,4.0,28.0,English,1.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,3.5,,,2012-02-25,2014-05-28
g1024735-d6878220,Le Bar du Chateau,"[""Europe"", ""France"", ""Bourgogne-Franche-Comte"", ""Yonne"", ""Ancy-le-Franc""]",France,Bourgogne-Franche-Comte,Yonne,Ancy-le-Franc,"12 Place de Clermont Tonnerre, 89160 Ancy-le-Franc France",47.77509,4.16325,Unclaimed,,#1 of 1 Bars & Pubs in Ancy-le-Franc,#2 of 2 places to eat in Ancy-le-Franc,"Cheap Eats, French, Bar, Pub",€,,Lunch,"Bar, French, Pub",,"Reservations, Seating, Serves Alcohol, Table Service",N,N,N,,,,,3.5,26.0,English,4.0,0.0,2.0,0.0,0.0,2.0,3.5,3.5,3.5,,,2013-05-08,2017-07-20
g1024736-d1541233,Le Vendangerot,"[""Europe"", ""France"", ""Bourgogne-Franche-Comte"", ""Saone-et-Loire"", ""Rully""]",France,Bourgogne-Franche-Comte,Saone-et-Loire,Rully,"6 Place Sainte Marie, 71150 Rully France",46.875195,4.739444,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015",#1 of 1 Restaurant in Rully,#1 of 1 places to eat in Rully,"Mid-range, French, European",€€-€€€,,"Lunch, Dinner, After-hours","French, European",,"Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service, Private Dining",N,N,N,"{""Mon"": [""12:00-14:00"", ""19:00-21:00""], ""Tue"": [], ""Wed"": [], ""Thu"": [""12:00-14:00"", ""19:00-21:00""], ""Fri"": [""12:00-14:00"", ""19:00-21:00""], ""Sat"": [""12:00-14:00"", ""19:00-21:00""], ""Sun"": [""12:00-14:00"", ""19:00-21:00""]}",5.0,20.0,10.0,4.5,310.0,English,65.0,30.0,26.0,7.0,1.0,1.0,4.5,4.0,4.5,4.0,"cheese board, boeuf, new owners, town square, wine list",2018-05-30,2022-02-20
g1024737-d17862921,Le Bistrot du Zoo,"[""Europe"", ""France"", ""Provence-Alpes-Cote d'Azur"", ""Bouches-du-Rhone"", ""La Barben""]",France,Provence-Alpes-Cote d'Azur,Bouches-du-Rhone,La Barben,"2065 route du Chateau, 13330 La Barben France",43.62993,5.19173,Unclaimed,,#1 of 1 Restaurant in La Barben,#1 of 1 places to eat in La Barben,"Cheap Eats, French",€,,"Lunch, Dinner",French,,"Reservations, Seating, Accepts Credit Cards, Table Service",N,N,N,"{""Mon"": [""10:00-19:00""], ""Tue"": [""10:00-19:00""], ""Wed"": [""10:00-19:00""], ""Thu"": [""10:00-19:00""], ""Fri"": [""10:00-19:00""], ""Sat"": [""10:00-19:00""], ""Sun"": [""10:00-19:00""]}",7.0,63.0,7.0,3.5,20.0,All languages,20.0,5.0,8.0,4.0,2.0,1.0,3.5,4.0,3.0,,,2019-05-11,2021-07-03
g1024988-d10032600,Cafe du Commerce,"[""Europe"", ""France"", ""Grand Est"", ""Marne"", ""Sezanne""]",France,Grand Est,Marne,Sezanne,"46 Place de la Republique, 51120, Sezanne France",48.72353,3.7225,Unclaimed,,#9 of 15 Restaurants in Sezanne,#9 of 17 places to eat in Sezanne,"Cheap Eats, Vegetarian Friendly",€,,,,Vegetarian Friendly,"Seating, Wheelchair Accessible, Table Service",Y,N,N,,,,,3.5,25.0,English,5.0,1.0,2.0,1.0,0.0,1.0,2.5,3.5,3.0,,,2011-09-04,2013-03-18
g1024988-d12658133,Le Caveau Sarl,"[""Europe"", ""France"", ""Grand Est"", ""Marne"", ""Sezanne""]",France,Grand Est,Marne,Sezanne,"12 Mail de Marseille, 51120, Sezanne France",48.72269,3.72422,Unclaimed,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,2017-02-11,2017-06-17
g1024988-d1325713,Vik'Pizza,"[""Europe"", ""France"", ""Grand Est"", ""Marne"", ""Sezanne""]",France,Grand Est,Marne,Sezanne,"10 rue Paul Doumer, 51120, Sezanne France",48.72252,3.72308,Claimed,,#7 of 15 Restaurants in Sezanne,#7 of 17 places to eat in Sezanne,"Mid-range, Italian, Pizza, Vegetarian Friendly",€€-€€€,€2-€20,,"Italian, Pizza",Vegetarian Friendly,,Y,N,N,,,,,4.0,36.0,English,2.0,1.0,0.0,1.0,0.0,0.0,4.5,4.5,4.5,,,2015-02-09,2016-11-24
g1024988-d1332157,La Mezzanine,"[""Europe"", ""France"", ""Grand Est"", ""Marne"", ""Sezanne""]",France,Grand Est,Marne,Sezanne,"6 rue Bouvier Sassot, 51120, Sezanne France",48.723343,3.723056,Claimed,"Certificate of Excellence 2018, Certificate of Excellence 2017",#4 of 15 Restaurants in Sezanne,#4 of 17 places to eat in Sezanne,"Mid-range, French, European",€€-€€€,,"Lunch, Dinner","French, European",,"Reservations, Seating, Serves Alcohol, Table Service, Highchairs Available",N,N,N,,,,,4.0,178.0,English,11.0,4.0,5.0,2.0,0.0,0.0,4.5,4.0,4.0,4.0,,2017-01-08,2020-04-08
g1024988-d13952184,Le Miraj,"[""Europe"", ""France"", ""Grand Est"", ""Marne"", ""Sezanne""]",France,Grand Est,Marne,Sezanne,"6 rue Leon Jolly Near Supermarché Casino, 51120, Sezanne France",48.72348,3.72142,Claimed,,#10 of 15 Restaurants in Sezanne,#10 of 17 places to eat in Sezanne,Cheap Eats,€,€2-€11,"Lunch, Dinner, Drinks",,,"Seating, Table Service, Delivery, Takeout, Outdoor Seating, Television, Wheelchair Accessible, Digital Payments, Free Wifi, Accepts Credit Cards",N,N,N,"{""Mon"": [], ""Tue"": [""10:00-22:00""], ""Wed"": [""10:00-22:00""], ""Thu"": [""10:00-22:00""], ""Fri"": [""10:00-22:00""], ""Sat"": [""10:00-22:00""], ""Sun"": [""17:00-22:00""]}",6.0,65.0,6.0,4.5,5.0,All languages,5.0,2.0,3.0,0.0,0.0,0.0,,,,,,,2023-12-31
g1024988-d17599635,Au gout d'Asie,"[""Europe"", ""France"", ""Grand Est"", ""Marne"", ""Sezanne""]",France,Grand Est,Marne,Sezanne,"9 rue Leon Jolly, 51120, Sezanne France",48.72357,3.72153,Unclaimed,,#14 of 15 Restaurants in Sezanne,#14 of 17 places to eat in Sezanne,"Cheap Eats, Asian",€,,,Asian,,,N,N,N,,,,,3.0,5.0,All languages,5.0,2.0,0.0,0.0,1.0,2.0,,,,,,2011-01-27,2013-06-11
g1024988-d2434970,la croix d'or,"[""Europe"", ""France"", ""Grand Est"", ""Marne"", ""Sezanne""]",France,Grand Est,Marne,Sezanne,"53 rue Notre Dame, 51120, Sezanne France",48.721497,3.723033,Claimed,,#12 of 15 Restaurants in Sezanne,#12 of 17 places to eat in Sezanne,"Mid-range, French",€€-€€€,,"Lunch, Dinner",French,,"Reservations, Seating, Serves Alcohol, Table Service",N,N,N,,,,,3.0,58.0,English,6.0,1.0,4.0,0.0,1.0,0.0,4.0,4.0,3.5,3.0,,2023-12-07,2023-12-31
g1024988-d3581872,Hotel le Relais Champenois et du Lion d'Or,"[""Europe"", ""France"", ""Grand Est"", ""Marne"", ""Sezanne""]",France,Grand Est,Marne,Sezanne,"157 rue Notre Dame, 51120, Sezanne France",48.718796,3.724296,Unclaimed,Certificate of Excellence 2017,#5 of 15 Restaurants in Sezanne,#5 of 17 places to eat in Sezanne,"Mid-range, French",€€-€€€,,"Lunch, Dinner",French,,"Reservations, Seating, Serves Alcohol, Table Service, Validated Parking, Wheelchair Accessible",N,N,N,,,,,4.0,78.0,English,6.0,0.0,5.0,0.0,1.0,0.0,4.0,4.0,3.5,3.5,,2016-04-17,
g1024988-d4108527,Le Soleil Restaurant,"[""Europe"", ""France"", ""Grand Est"", ""Marne"", ""Sezanne""]",France,Grand Est,Marne,Sezanne,"19 rue de Paris, 51120, Sezanne France",48.72321,3.718488,Claimed,"Certificate of Excellence 2017, Certificate of Excellence 2016",#6 of 15 Restaurants in Sezanne,#6 of 17 places to eat in Sezanne,"Mid-range, French, European",€€-€€€,€20-€40,"Lunch, Dinner","French, European",,,N,N,N,"{""Mon"": [], ""Tue"": [""12:00-13:30"", ""19:00-21:00""], ""Wed"": [""12:00-13:30"", ""19:00-21:00""], ""Thu"": [""12:00-13:30"", ""19:00-21:00""], ""Fri"": [""12:00-13:30"", ""19:00-21:00""], ""Sat"": [""12:00-13:30"", ""19:00-21:30""], ""Sun"": [""12:00-14:00""]}",6.0,20.0,11.0,4.0,89.0,English,7.0,3.0,3.0,1.0,0.0,0.0,4.0,4.0,4.0,3.5,,2020-10-22,2021-08-02
g1024988-d5787567,Kebab Extra,"[""Europe"", ""France"", ""Grand Est"", ""Marne"", ""Sezanne""]",France,Grand Est,Marne,Sezanne,"26 Place de la Republique Place de la République, 51120, Sezanne France",48.7235,3.723108,Claimed,,#2 of 15 Restaurants in Sezanne,#2 of 17 places to eat in Sezanne,"Cheap Eats, Turkish, Middle Eastern",€,,"Lunch, Dinner","Turkish, Middle Eastern",,"Takeout, Outdoor Seating, Seating, Street Parking, Wheelchair Accessible, Wine and Beer, Accepts Mastercard, Accepts Visa, Digital Payments, Free Wifi, Accepts Credit Cards, Table Service, Reservations, Television, Highchairs Available, Serves Alcohol",N,N,N,"{""Mon"": [], ""Tue"": [""11:30-14:00"", ""17:30-23:00""], ""Wed"": [""11:30-14:00"", ""17:30-23:00""], ""Thu"": [""11:30-14:00"", ""17:30-23:00""], ""Fri"": [""11:30-14:00"", ""17:30-23:30""], ""Sat"": [""11:30-14:00"", ""17:30-23:30""], ""Sun"": [""17:30-23:00""]}",6.0,46.5,11.0,4.5,114.0,English,4.0,2.0,2.0,0.0,0.0,0.0,4.5,4.5,4.5,4.5,,2015-12-10,2019-11-13
g1024988-d5827077,Le Cafe des Z'Arts,"[""Europe"", ""France"", ""Grand Est"", ""Marne"", ""Sezanne""]",France,Grand Est,Marne,Sezanne,"12 Place de l Hotel de Ville, 51120, Sezanne France",48.72399,3.72179,Unclaimed,,#11 of 15 Restaurants in Sezanne,#11 of 17 places to eat in Sezanne,,,,,,,,N,N,N,,,,,4.0,7.0,English,3.0,1.0,2.0,0.0,0.0,0.0,,,,,,2014-05-09,2016-12-02
g1024988-d6651932,Duo Pizza,"[""Europe"", ""France"", ""Grand Est"", ""Marne"", ""Sezanne""]",France,Grand Est,Marne,Sezanne,"11 rue Bouvier Sassot, 51120, Sezanne France",48.72298,3.723013,Claimed,"Certificate of Excellence 2018, Certificate of Excellence 2017",#3 of 15 Restaurants in Sezanne,#3 of 17 places to eat in Sezanne,"Cheap Eats, Pizza, European, Vegetarian Friendly",€,€6-€20,,"Pizza, European",Vegetarian Friendly,,Y,N,N,"{""Mon"": [""11:30-13:45"", ""18:00-22:00""], ""Tue"": [""11:30-13:45"", ""18:00-22:00""], ""Wed"": [], ""Thu"": [""11:30-13:45"", ""18:00-22:00""], ""Fri"": [""11:30-13:45"", ""18:00-22:00""], ""Sat"": [""18:00-22:30""], ""Sun"": [""18:00-22:30""]}",6.0,34.0,10.0,4.5,92.0,English,2.0,1.0,0.0,1.0,0.0,0.0,5.0,5.0,4.5,,,2020-10-14,2023-12-31
